Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..s.py:694 AutoProxy[Queue].__init__  2      0.000000  0.000000  0.000000
..Anaconda3\lib\codecs.py:93 __new__  1      0.000000  0.000000  0.000000
..nes\Engine.py:120 TileEngine.split  1      0.000000  0.000000  0.000000
..ssing\synchronize.py:211 Condition  9      0.000000  0.000000  0.000000
..\connection.py:83 _validate_family  10     0.000000  0.000000  0.000000
..\spawn.py:139 get_preparation_data  5      0.000000  0.000000  0.000000
..ng\managers.py:1054 NamespaceProxy  1      0.000000  0.000000  0.000000
..strap>:410 ModuleSpec.has_location  10     0.000000  0.000000  0.000000
..__init__.py:1369 Logger.findCaller  1      0.000000  0.000000  0.000000
..ap_external>:263 cache_from_source  16     0.000000  0.000000  0.000000
..ing\managers.py:996 ConditionProxy  1      0.000000  0.000000  0.000000
..ng\__init__.py:1303 Logger.warning  1      0.000000  0.000000  0.000000
..3\lib\genericpath.py:117 _splitext  1      0.000000  0.000000  0.000000
..packages\fiona\__init__.py:90 open  1      0.000000  0.000000  0.000000
..iprocessing\pool.py:744 ThreadPool  1      0.000000  0.000000  0.000000
..aconda3\lib\imp.py:219 load_module  1      0.000000  0.000000  0.000000
..naconda3\lib\ntpath.py:240 dirname  2      0.000000  0.000000  0.000000
..onda3\lib\queue.py:199 Queue._init  1      0.000000  0.000000  0.000000
..essing\pool.py:423 _handle_results  1      0.000000  0.000000  0.000000
..nection.py:253 PipeConnection.poll  1      0.000000  0.000000  0.000000
..cessing\pool.py:640 MapResult._set  2      0.000000  0.000000  0.000000
..essing\connection.py:882 <genexpr>  1      0.000000  0.000000  0.000000
..a3\lib\threading.py:853 Thread.run  3      0.000000  0.000000  0.000000
..eading.py:357 Condition.notify_all  1      0.000000  0.000000  0.000000
..connection.py:785 _exhaustive_wait  1      0.000000  0.000000  0.000000
..da3\lib\threading.py:512 Event.set  1      0.000000  0.000000  0.000000
..ection.py:326 PipeConnection._poll  1      0.000000  0.000000  0.000000
..iprocessing\connection.py:807 wait  1      0.000000  0.000000  0.000000
..ssing\connection.py:883 <listcomp>  1      0.000000  0.000000  0.000000
..itlets.py:594 List._cross_validate  2      0.000000  0.000000  0.000000
..tils\bunch.py:11 Bunch.__getattr__  2      0.000000  0.000000  0.000000
..ets.py:2314 List.validate_elements  4      0.000000  0.000000  0.000000
..:1140 HistoryManager.notify_change  1      0.000000  0.000000  0.000000
..ets.py:2244 List.validate_elements  4      0.000000  0.000000  0.000000
..toryManager._writeout_output_cache  1      0.000000  0.000000  0.000000
..ts\traitlets.py:2321 List.validate  2      0.000000  0.000000  0.000000
..ts\traitlets.py:1671 List.validate  2      0.000000  0.000000  0.000000
..ts\traitlets.py:2233 List.validate  2      0.000000  0.000000  0.000000
..raitlets\traitlets.py:556 List.set  2      0.000000  0.000000  0.000000
..:1131 HistoryManager._notify_trait  1      0.000000  0.000000  0.000000
..lets\traitlets.py:543 List.__get__  2      0.000000  0.000000  0.000000
..raitlets\traitlets.py:524 List.get  2      0.000000  0.000000  0.000000
..lets\traitlets.py:574 List.__set__  2      0.000000  0.000000  0.000000
..ts\traitlets.py:585 List._validate  2      0.000000  0.000000  0.000000
..aconda3\lib\queue.py:147 Queue.get  2      0.000000  0.000000  0.000000
..iprocessing\pool.py:481 _get_tasks  3      0.000000  0.000000  0.000000
..conda3\lib\queue.py:210 Queue._get  2      0.000000  0.000000  0.000000
..py:833 AutoProxy[Queue].__reduce__  4      0.000000  0.000000  0.000000
..ocessing\pool.py:372 _handle_tasks  1      0.000000  0.000000  0.000000
..tiprocessing\pool.py:355 <genexpr>  3      0.000000  0.000000  0.000000
..\managers.py:60 Token.__getstate__  4      0.000000  0.000000  0.000000
..nda3\lib\queue.py:202 Queue._qsize  61     0.000000  0.000000  0.000000
..entloop\ioloop.py:96 _remap_events  57     0.000000  0.000000  0.000000
..ipykernel\iostream.py:371 <lambda>  52     0.000000  0.000000  0.000000
..krefset.py:70 WeakSet.__contains__  3      0.000000  0.000000  0.000000
..\session.py:512 Session.msg_header  2      0.000000  0.000000  0.000000
..ient\session.py:211 extract_header  2      0.000000  0.000000  0.000000
..on_genutils\py3compat.py:19 encode  2      0.000000  0.000000  0.000000
..um\Anaconda3\lib\uuid.py:600 uuid4  2      0.000000  0.000000  0.000000
..Anaconda3\lib\hmac.py:95 HMAC.copy  2      0.000000  0.000000  0.000000
..aitlets.py:594 Int._cross_validate  2      0.000000  0.000000  0.000000
.._client\session.py:515 Session.msg  2      0.000000  0.000000  0.000000
..ocket.py:326 Socket.send_multipart  2      0.000000  0.000000  0.000000
..\stack_context.py:271 null_wrapper  116..  0.000000  0.000000  0.000000
..client\jsonutil.py:75 date_default  2      0.000000  0.000000  0.000000
..traitlets.py:1830 _validate_bounds  2      0.000000  0.000000  0.000000
...py:151 IOPubThread._check_mp_mode  2      0.000000  0.000000  0.000000
..client\session.py:534 Session.sign  2      0.000000  0.000000  0.000000
...py:194 IOPubThread.send_multipart  2      0.000000  0.000000  0.000000
..do\ioloop.py:975 _Timeout.__init__  3      0.000000  0.000000  0.000000
..do\ioloop.py:915 ZMQIOLoop.call_at  3      0.000000  0.000000  0.000000
..ontext.py:223 NullContext.__exit__  57     0.000000  0.000000  0.000000
..\encoder.py:182 JSONEncoder.encode  8      0.000000  0.000000  0.000000
..am.py:427 ZMQStream._handle_events  57     0.000000  0.000000  0.000000
..148 IOPubThread._is_master_process  2      0.000000  0.000000  0.000000
..m.py:103 IOPubThread._handle_event  57     0.000000  0.000000  0.000000
..tloop\ioloop.py:117 ZMQPoller.poll  59/58  0.000000  0.000000  0.000000
..eam.py:388 OutStream._flush_buffer  2      0.000000  0.000000  0.000000
..ncodings\cp1252.py:11 Codec.encode  2      0.000000  0.000000  0.000000
..ipykernel\iostream.py:199 <lambda>  2      0.000000  0.000000  0.000000
..onda3\lib\uuid.py:226 UUID.__str__  2      0.000000  0.000000  0.000000
..py:501 ZMQStream._rebuild_io_state  57     0.000000  0.000000  0.000000
..yter_client\session.py:94 <lambda>  8      0.000000  0.000000  0.000000
..ages\zmq\utils\jsonapi.py:31 dumps  8      0.000000  0.000000  0.000000
..oder.py:204 JSONEncoder.iterencode  8      0.000000  0.000000  0.000000
..traitlets\traitlets.py:556 Int.set  2      0.000000  0.000000  0.000000
..qstream.py:396 ZMQStream.receiving  57     0.000000  0.000000  0.000000
..conda3\lib\queue.py:90 Queue.empty  57     0.000000  0.000000  0.000000
..l\iostream.py:326 OutStream._flush  2      0.000000  0.000000  0.000000
..ocket.py:370 Socket.recv_multipart  57     0.000000  0.000000  0.000000
..t\session.py:549 Session.serialize  2      0.000000  0.000000  0.000000
..zmqstream.py:400 ZMQStream.sending  57     0.000000  0.000000  0.000000
..ream.py:456 ZMQStream._handle_recv  57     0.000000  0.000000  0.000000
..s\traitlets.py:543 Unicode.__get__  28     0.000000  0.000000  0.000000
..ntext.py:219 NullContext.__enter__  57     0.000000  0.000000  0.000000
..rnado\ioloop.py:912 ZMQIOLoop.time  109    0.000000  0.000000  0.000000
..ncoder.py:104 JSONEncoder.__init__  8      0.000000  0.000000  0.000000
..eventloop\ioloop.py:123 <listcomp>  59     0.000000  0.000000  0.000000
..tlets\traitlets.py:524 Unicode.get  28     0.000000  0.000000  0.000000
..r_client\session.py:206 msg_header  2      0.000000  0.000000  0.000000
..tream.py:401 OutStream._new_buffer  2      0.000000  0.000000  0.000000
..client\session.py:608 Session.send  2      0.000000  0.000000  0.000000
..nda3\lib\uuid.py:106 UUID.__init__  2      0.000000  0.000000  0.000000
..eam.py:407 ZMQStream._run_callback  57     0.000000  0.000000  0.000000
..ioloop.py:508 ZMQIOLoop.call_later  3      0.000000  0.000000  0.000000
..\tornado\stack_context.py:253 wrap  3      0.000000  0.000000  0.000000
..ets\traitlets.py:1866 Int.validate  2      0.000000  0.000000  0.000000
..da3\lib\hmac.py:127 HMAC.hexdigest  2      0.000000  0.000000  0.000000
..ostream.py:308 _schedule_in_thread  3      0.000000  0.000000  0.000000
..r_client\session.py:675 <listcomp>  2      0.000000  0.000000  0.000000
..am.py:201 IOPubThread._really_send  2      0.000000  0.000000  0.000000
..da3\lib\json\__init__.py:183 dumps  8      0.000000  0.000000  0.000000
..s\zmq\sugar\poll.py:77 Poller.poll  59/58  0.000000  0.000000  0.000000
..ient\session.py:460 Session.msg_id  2      0.000000  0.000000  0.000000
..oop.py:598 ZMQIOLoop._run_callback  2      0.000000  0.000000  0.000000
..tlets\traitlets.py:574 Int.__set__  2      0.000000  0.000000  0.000000
..ets\traitlets.py:585 Int._validate  2      0.000000  0.000000  0.000000
..3\lib\abc.py:178 __instancecheck__  3      0.000000  0.000000  0.000000
..popen_spawn_win32.py:89 Popen.poll  732    0.000000  0.000000  0.000000
..popen_spawn_win32.py:73 Popen.wait  732    0.000000  0.000000  0.000000
..essing\pool.py:359 _handle_workers  1      0.000000  0.000000  0.000000
..l.py:204 Pool._join_exited_workers  183    0.000000  0.000000  0.000000
..ng\pool.py:236 Pool._maintain_pool  183    0.000000  0.000000  0.000000

name           id     tid              ttot      scnt        
Thread         5      7776             13.07288  6         
..avingThread  2      5584             13.07288  1         
Thread         4      5076             13.07288  5         
Thread         1      3400             13.07288  169       
Thread         3      4880             13.07288  20        
_MainThread    0      8076             12.19928  192       
